,Collection,PatientID,PatientName,StudyInstanceUID,StudyDate,StudyDescription,SeriesCount,SeriesInstanceUID,Modality,SeriesDescription,SeriesNumber,Manufacturer,ManufacturerModelName,SoftwareVersions,Visibility,ImageCount,SeriesDate
1151,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198084882.60,CT,SliceTh-2_SliceInc-1_ReconFilter-C,7766.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1152,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198084917.68,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,7767.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1153,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198084917.69,CT,SliceTh-5_SliceInc-2.5_ReconFilter-C,7768.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1154,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198084917.70,CT,SliceTh-2_SliceInc-1_ReconFilter-B,7769.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1155,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198084917.71,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,7770.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1156,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198084917.72,CT,SliceTh-5_SliceInc-2.5_ReconFilter-B,7771.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1157,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198085170.74,CT,SliceTh-2_SliceInc-1_ReconFilter-C,7772.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1158,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198085234.82,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,7773.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1159,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198085234.83,CT,SliceTh-5_SliceInc-2.5_ReconFilter-C,7774.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1160,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198085234.84,CT,SliceTh-2_SliceInc-1_ReconFilter-B,7775.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1161,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198085234.85,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,7776.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1162,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198085234.86,CT,SliceTh-5_SliceInc-2.5_ReconFilter-B,7777.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1163,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198085983.97,CT,SliceTh-2_SliceInc-1_ReconFilter-C,7779.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1164,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086023.105,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,7780.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1165,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086023.106,CT,SliceTh-5_SliceInc-2.5_ReconFilter-C,7781.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1166,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086023.107,CT,SliceTh-2_SliceInc-1_ReconFilter-B,7782.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1167,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086023.108,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,7783.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1168,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086023.109,CT,SliceTh-5_SliceInc-2.5_ReconFilter-B,7784.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1169,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086351.111,CT,SliceTh-2_SliceInc-1_ReconFilter-C,7785.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1170,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086396.119,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,7786.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1171,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086396.120,CT,SliceTh-5_SliceInc-2.5_ReconFilter-C,7787.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1172,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086396.121,CT,SliceTh-2_SliceInc-1_ReconFilter-B,7788.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1173,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086396.122,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,7789.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1174,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086396.123,CT,SliceTh-5_SliceInc-2.5_ReconFilter-B,7790.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1175,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086699.133,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,7792.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1176,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086658.125,CT,SliceTh-2_SliceInc-1_ReconFilter-C,7791.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1177,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086699.134,CT,SliceTh-5_SliceInc-2.5_ReconFilter-C,7793.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1178,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086699.135,CT,SliceTh-2_SliceInc-1_ReconFilter-B,7794.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1179,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086699.136,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,7795.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1180,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198086699.137,CT,SliceTh-5_SliceInc-2.5_ReconFilter-B,7796.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1181,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198087192.157,CT,SliceTh-2_SliceInc-1_ReconFilter-C,7799.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1182,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198087244.165,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,7800.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1183,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198087244.166,CT,SliceTh-5_SliceInc-2.5_ReconFilter-C,7801.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1184,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198087244.167,CT,SliceTh-2_SliceInc-1_ReconFilter-B,7802.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1185,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198087244.168,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,7803.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1186,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198087244.169,CT,SliceTh-5_SliceInc-2.5_ReconFilter-B,7804.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1187,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198088021.171,CT,SliceTh-2_SliceInc-1_ReconFilter-C,7805.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1188,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198088072.179,CT,SliceTh-3_SliceInc-1.5_ReconFilter-C,7806.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1189,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198088072.180,CT,SliceTh-5_SliceInc-2.5_ReconFilter-C,7807.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1190,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198088072.181,CT,SliceTh-2_SliceInc-1_ReconFilter-B,7808.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
1191,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198088072.182,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B,7809.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
1192,Phantom FDA,NoduleLayout_2,Thoracic Phantom,1.2.840.113704.1.111.4084.1198083826.3,2007-12-19,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5,60,1.2.840.113704.1.111.4764.1198088072.183,CT,SliceTh-5_SliceInc-2.5_ReconFilter-B,7810.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
1193,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600038152,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B60f,448.000000,SIEMENS,Definition,syngo CT 2007C,1,191,2008-04-21
1194,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600059907,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B60f,391.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1195,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600188940,CT,SliceTh-1.5_SliceInc-1.5_ReconFilter-B40f,454.000000,SIEMENS,Definition,syngo CT 2007C,1,191,2008-04-21
1196,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600193417,CT,SliceTh-0.75_SliceInc-0.75_ReconFilter-B60f,476.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1197,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600197146,CT,SliceTh-0.75_SliceInc-0.75_ReconFilter-B40f,372.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1198,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600198951,CT,SliceTh-1.5_SliceInc-1.5_ReconFilter-B40f,379.000000,SIEMENS,Definition,syngo CT 2007C,1,191,2008-04-21
1199,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600197844,CT,SliceTh-0.75_SliceInc-0.75_ReconFilter-B60f,375.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1200,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600193320,CT,SliceTh-3_SliceInc-3_ReconFilter-B40f,475.000000,SIEMENS,Definition,syngo CT 2007C,1,96,2008-04-21
1201,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600062074,CT,SliceTh-0.75_SliceInc-0.4_ReconFilter-B60f,397.000000,SIEMENS,Definition,syngo CT 2007C,1,713,2008-04-21
1202,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600076787,CT,SliceTh-0.75_SliceInc-0.4_ReconFilter-B40f,433.000000,SIEMENS,Definition,syngo CT 2007C,1,713,2008-04-21
1203,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600191323,CT,SliceTh-0.75_SliceInc-0.75_ReconFilter-B40f,466.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1204,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600078816,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B60f,438.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1205,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600073308,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B60f,424.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1206,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600074623,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B40f,428.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1207,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600182041,CT,SliceTh-0.75_SliceInc-0.75_ReconFilter-B40f,440.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1208,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600063197,CT,SliceTh-3_SliceInc-1.5_ReconFilter-B60f,399.000000,SIEMENS,Definition,syngo CT 2007C,1,191,2008-04-21
1209,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600191226,CT,SliceTh-3_SliceInc-3_ReconFilter-B60f,465.000000,SIEMENS,Definition,syngo CT 2007C,1,96,2008-04-21
1210,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600064103,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B40f,401.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1211,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600195920,CT,SliceTh-1.5_SliceInc-1.5_ReconFilter-B40f,367.000000,SIEMENS,Definition,syngo CT 2007C,1,191,2008-04-21
1212,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600059193,CT,SliceTh-0.75_SliceInc-0.4_ReconFilter-B60f,390.000000,SIEMENS,Definition,syngo CT 2007C,1,713,2008-04-21
1213,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600077501,CT,SliceTh-1.5_SliceInc-0.7_ReconFilter-B40f,434.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1214,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600194115,CT,SliceTh-0.75_SliceInc-0.75_ReconFilter-B40f,479.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1215,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600187736,CT,SliceTh-3_SliceInc-3_ReconFilter-B40f,449.000000,SIEMENS,Definition,syngo CT 2007C,1,96,2008-04-21
1216,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600188434,CT,SliceTh-3_SliceInc-3_ReconFilter-B60f,452.000000,SIEMENS,Definition,syngo CT 2007C,1,96,2008-04-21
1217,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600195414,CT,SliceTh-3_SliceInc-3_ReconFilter-B60f,365.000000,SIEMENS,Definition,syngo CT 2007C,1,96,2008-04-21
1218,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600186437,CT,SliceTh-0.75_SliceInc-0.75_ReconFilter-B60f,443.000000,SIEMENS,Definition,syngo CT 2007C,1,408,2008-04-21
1219,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600193826,CT,SliceTh-1.5_SliceInc-1.5_ReconFilter-B60f,477.000000,SIEMENS,Definition,syngo CT 2007C,1,191,2008-04-21
1220,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600196112,CT,SliceTh-3_SliceInc-3_ReconFilter-B40f,368.000000,SIEMENS,Definition,syngo CT 2007C,1,96,2008-04-21
1221,Phantom FDA,NoduleLayout_3,Thoracic Phantom,1.3.12.2.1107.5.1.4.60175.30000008042114404745300000007,2008-04-21,Scanner-SIEMENS_Exp-100_Pitch-1.2_SlCol-64x0.6mm,120,1.3.12.2.1107.5.1.4.60175.30000008042113424165600192622,CT,SliceTh-3_SliceInc-3_ReconFilter-B60f,472.000000,SIEMENS,Definition,syngo CT 2007C,1,96,2008-04-21
